INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-092BTL","51934","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-22","92.10","83.07","390","365","","","0","SMALL","8039","1982","92","BTL","Y","COSMOS 1408 DEB","1982-092BTL","51934"
"1982-092BTM","51935","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-24","91.04","82.48","345","306","","","0","SMALL","8246","1982","92","BTM","Y","COSMOS 1408 DEB","1982-092BTM","51935"
"1982-092BTN","51936","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-05","92.42","82.83","419","368","","","0","SMALL","8306","1982","92","BTN","Y","COSMOS 1408 DEB","1982-092BTN","51936"
"1982-092BTP","51937","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-23","93.20","82.88","453","410","","","0","SMALL","8307","1982","92","BTP","Y","COSMOS 1408 DEB","1982-092BTP","51937"
"1982-092BTQ","51938","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-16","96.48","82.53","825","355","","","0","SMALL","8068","1982","92","BTQ","Y","COSMOS 1408 DEB","1982-092BTQ","51938"
"1982-092BTR","51939","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-20","94.38","83.11","536","441","","","0","SMALL","8306","1982","92","BTR","Y","COSMOS 1408 DEB","1982-092BTR","51939"
"1982-092BTS","51940","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-27","99.70","82.60","1053","435","","","0","SMALL","8306","1982","92","BTS","Y","COSMOS 1408 DEB","1982-092BTS","51940"
"1982-092BTT","51941","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-27","91.62","82.55","356","352","","","0","SMALL","8246","1982","92","BTT","Y","COSMOS 1408 DEB","1982-092BTT","51941"
"1982-092BTU","51942","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-22","94.40","82.70","583","396","","","0","","8183","1982","92","BTU","Y","COSMOS 1408 DEB","1982-092BTU","51942"
"1982-092BTV","51943","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-14","93.26","83.24","477","391","","","0","SMALL","8114","1982","92","BTV","Y","COSMOS 1408 DEB","1982-092BTV","51943"
"1982-092BTW","51944","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-01","90.24","82.63","300","272","","","0","SMALL","8091","1982","92","BTW","Y","COSMOS 1408 DEB","1982-092BTW","51944"
"1982-092BTX","51945","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-22","95.79","82.25","713","400","","","0","SMALL","8065","1982","92","BTX","Y","COSMOS 1408 DEB","1982-092BTX","51945"
"1982-092BTY","52046","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-15","89.39","82.53","252","237","","","0","SMALL","8251","1982","92","BTY","Y","COSMOS 1408 DEB","1982-092BTY","52046"
"1982-092BTZ","52047","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-10","89.62","82.54","269","243","","","0","SMALL","8251","1982","92","BTZ","Y","COSMOS 1408 DEB","1982-092BTZ","52047"
"1982-092BU","49579","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-22","89.93","82.75","279","263","","","0","SMALL","8246","1982","92","BU","Y","COSMOS 1408 DEB","1982-092BU","49579"
"1982-092BUA","52048","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-11","90.48","82.48","305","291","","","0","SMALL","8114","1982","92","BUA","Y","COSMOS 1408 DEB","1982-092BUA","52048"
"1982-092BUB","52049","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.54","82.61","353","347","","","0","SMALL","8481","1982","92","BUB","Y","COSMOS 1408 DEB","1982-092BUB","52049"
"1982-092BUC","52050","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-18","91.02","82.46","335","314","","","0","SMALL","8246","1982","92","BUC","Y","COSMOS 1408 DEB","1982-092BUC","52050"
"1982-092BUD","52051","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-28","92.10","82.57","402","353","","","0","SMALL","8191","1982","92","BUD","Y","COSMOS 1408 DEB","1982-092BUD","52051"
"1982-092BUE","52052","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-23","90.62","82.40","330","280","","","0","SMALL","8037","1982","92","BUE","Y","COSMOS 1408 DEB","1982-092BUE","52052"
"1982-092BUF","52053","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-26","92.76","82.58","428","392","","","0","SMALL","8013","1982","92","BUF","Y","COSMOS 1408 DEB","1982-092BUF","52053"
"1982-092BUG","52054","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-29","90.21","82.46","292","278","","","0","SMALL","8399","1982","92","BUG","Y","COSMOS 1408 DEB","1982-092BUG","52054"
"1982-092BUH","52055","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-04","91.01","82.85","332","316","","","0","SMALL","8149","1982","92","BUH","Y","COSMOS 1408 DEB","1982-092BUH","52055"
"1982-092BUJ","52056","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-30","90.55","82.51","313","290","","","0","SMALL","8306","1982","92","BUJ","Y","COSMOS 1408 DEB","1982-092BUJ","52056"
"1982-092BUK","52057","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-27","89.42","82.65","254","238","","","0","SMALL","8011","1982","92","BUK","Y","COSMOS 1408 DEB","1982-092BUK","52057"
"1982-092BUL","52058","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-22","89.40","82.49","252","238","","","0","SMALL","8270","1982","92","BUL","Y","COSMOS 1408 DEB","1982-092BUL","52058"
"1982-092BUM","52059","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-07","88.58","82.47","210","198","","","0","SMALL","8318","1982","92","BUM","Y","COSMOS 1408 DEB","1982-092BUM","52059"
"1982-092BUN","52060","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-07-04","89.22","82.45","239","233","","","0","SMALL","8466","1982","92","BUN","Y","COSMOS 1408 DEB","1982-092BUN","52060"
"1982-092BUP","52061","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-24","92.62","82.57","420","386","","","0","SMALL","8100","1982","92","BUP","Y","COSMOS 1408 DEB","1982-092BUP","52061"
"1982-092BUQ","52062","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-24","93.05","82.33","475","373","","","0","SMALL","8364","1982","92","BUQ","Y","COSMOS 1408 DEB","1982-092BUQ","52062"
"1982-092BUR","52063","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-18","96.35","82.20","815","353","","","0","SMALL","8094","1982","92","BUR","Y","COSMOS 1408 DEB","1982-092BUR","52063"
"1982-092BUS","52064","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-22","91.46","82.50","381","312","","","0","SMALL","8362","1982","92","BUS","Y","COSMOS 1408 DEB","1982-092BUS","52064"
"1982-092BUT","52065","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-04","92.00","82.61","391","354","","","0","SMALL","8251","1982","92","BUT","Y","COSMOS 1408 DEB","1982-092BUT","52065"
"1982-092BUU","52066","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.23","82.53","709","446","","","0","SMALL","8481","1982","92","BUU","Y","COSMOS 1408 DEB","1982-092BUU","52066"
"1982-092BUV","52067","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.35","82.53","612","459","","3","0","SMALL","8391","1982","92","BUV","Y","COSMOS 1408 DEB","1982-092BUV","52067"
"1982-092BUW","52068","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-07-18","93.05","82.72","437","411","","","0","SMALL","8478","1982","92","BUW","Y","COSMOS 1408 DEB","1982-092BUW","52068"
"1982-092BUX","52069","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-13","89.44","82.50","256","237","","","0","SMALL","8326","1982","92","BUX","Y","COSMOS 1408 DEB","1982-092BUX","52069"
"1982-092BUY","52070","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-26","90.61","83.08","323","287","","","0","SMALL","8149","1982","92","BUY","Y","COSMOS 1408 DEB","1982-092BUY","52070"
"1982-092BUZ","52071","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.74","82.73","680","429","","1","0","SMALL","8454","1982","92","BUZ","Y","COSMOS 1408 DEB","1982-092BUZ","52071"
"1982-092BV","49580","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-29","88.38","82.05","210","179","","","0","SMALL","8246","1982","92","BV","Y","COSMOS 1408 DEB","1982-092BV","49580"
"1982-092BVA","52072","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-15","93.90","82.54","513","418","","","0","SMALL","8307","1982","92","BVA","Y","COSMOS 1408 DEB","1982-092BVA","52072"
"1982-092BVB","52073","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-27","97.08","83.03","795","443","","","0","SMALL","8306","1982","92","BVB","Y","COSMOS 1408 DEB","1982-092BVB","52073"
"1982-092BVC","52074","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-03","91.18","82.49","343","322","","","0","SMALL","8075","1982","92","BVC","Y","COSMOS 1408 DEB","1982-092BVC","52074"
"1982-092BVD","52075","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-27","93.92","82.73","497","436","","","0","SMALL","8129","1982","92","BVD","Y","COSMOS 1408 DEB","1982-092BVD","52075"
"1982-092BVE","52076","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-02","89.06","82.54","241","216","","","0","SMALL","8306","1982","92","BVE","Y","COSMOS 1408 DEB","1982-092BVE","52076"
"1982-092BVF","52077","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-18","88.78","82.56","224","204","","","0","SMALL","8004","1982","92","BVF","Y","COSMOS 1408 DEB","1982-092BVF","52077"
"1982-092BVG","52078","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-31","90.43","82.67","303","288","","","0","SMALL","8251","1982","92","BVG","Y","COSMOS 1408 DEB","1982-092BVG","52078"
"1982-092BVH","52079","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-17","92.12","82.56","403","354","","","0","SMALL","8306","1982","92","BVH","Y","COSMOS 1408 DEB","1982-092BVH","52079"
"1982-092BVJ","52080","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-15","92.85","82.50","476","352","","","0","SMALL","8306","1982","92","BVJ","Y","COSMOS 1408 DEB","1982-092BVJ","52080"
"1982-092BVK","52081","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-03","91.46","82.55","365","328","","","0","SMALL","8246","1982","92","BVK","Y","COSMOS 1408 DEB","1982-092BVK","52081"
"1982-092BVL","52082","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-05","91.19","82.66","345","322","","","0","SMALL","8251","1982","92","BVL","Y","COSMOS 1408 DEB","1982-092BVL","52082"
"1982-092BVM","52083","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-20","94.18","82.07","535","422","","","0","SMALL","8306","1982","92","BVM","Y","COSMOS 1408 DEB","1982-092BVM","52083"
"1982-092BVN","52206","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-03","92.10","82.60","401","354","","","0","SMALL","8315","1982","92","BVN","Y","COSMOS 1408 DEB","1982-092BVN","52206"
"1982-092BVP","52207","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-22","93.37","82.97","487","392","","","0","SMALL","8065","1982","92","BVP","Y","COSMOS 1408 DEB","1982-092BVP","52207"
"1982-092BVQ","52208","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.83","82.56","494","430","","1","0","SMALL","8419","1982","92","BVQ","Y","COSMOS 1408 DEB","1982-092BVQ","52208"
"1982-092BVR","52209","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-18","91.02","82.60","345","305","","","0","SMALL","8034","1982","92","BVR","Y","COSMOS 1408 DEB","1982-092BVR","52209"
"1982-092BVS","52210","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-05","89.20","82.54","240","230","","","0","SMALL","8246","1982","92","BVS","Y","COSMOS 1408 DEB","1982-092BVS","52210"
"1982-092BVT","52211","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-23","91.04","82.37","337","315","","","0","SMALL","8037","1982","92","BVT","Y","COSMOS 1408 DEB","1982-092BVT","52211"
"1982-092BVU","52212","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-17","89.92","82.54","284","257","","","0","SMALL","8149","1982","92","BVU","Y","COSMOS 1408 DEB","1982-092BVU","52212"
"1982-092BVV","52213","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-04","94.38","82.31","543","435","","","0","SMALL","8374","1982","92","BVV","Y","COSMOS 1408 DEB","1982-092BVV","52213"
"1982-092BVW","52214","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-29","93.21","82.78","449","414","","","0","SMALL","8306","1982","92","BVW","Y","COSMOS 1408 DEB","1982-092BVW","52214"
"1982-092BVX","52215","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.64","82.53","369","341","","","0","SMALL","8473","1982","92","BVX","Y","COSMOS 1408 DEB","1982-092BVX","52215"
"1982-092BVY","52216","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-16","91.05","82.53","334","318","","","0","SMALL","8246","1982","92","BVY","Y","COSMOS 1408 DEB","1982-092BVY","52216"
"1982-092BVZ","52217","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-03","95.27","82.46","619","445","","","0","SMALL","8314","1982","92","BVZ","Y","COSMOS 1408 DEB","1982-092BVZ","52217"
"1982-092BW","49581","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-05","88.56","82.82","216","191","","","0","SMALL","7900","1982","92","BW","Y","COSMOS 1408 DEB","1982-092BW","49581"
"1982-092BWA","52218","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-15","89.38","82.72","259","228","","","0","SMALL","8246","1982","92","BWA","Y","COSMOS 1408 DEB","1982-092BWA","52218"
"1982-092BWB","52219","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-19","92.83","82.51","450","376","","","0","SMALL","8034","1982","92","BWB","Y","COSMOS 1408 DEB","1982-092BWB","52219"
"1982-092BWC","52220","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-28","93.47","82.56","482","407","","","0","","8277","1982","92","BWC","Y","COSMOS 1408 DEB","1982-092BWC","52220"
"1982-092BWD","52221","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-17","95.06","82.54","607","435","","","0","SMALL","8237","1982","92","BWD","Y","COSMOS 1408 DEB","1982-092BWD","52221"
"1982-092BWE","52222","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.82","82.15","660","457","","1","0","SMALL","8171","1982","92","BWE","Y","COSMOS 1408 DEB","1982-092BWE","52222"
"1982-092BWF","52223","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-29","90.55","82.59","308","295","","","0","SMALL","8247","1982","92","BWF","Y","COSMOS 1408 DEB","1982-092BWF","52223"
"1982-092BWG","52224","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-25","91.85","82.39","410","320","","","0","SMALL","8069","1982","92","BWG","Y","COSMOS 1408 DEB","1982-092BWG","52224"
"1982-092BWH","52225","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-11","91.24","82.54","359","311","","","0","SMALL","8177","1982","92","BWH","Y","COSMOS 1408 DEB","1982-092BWH","52225"
"1982-092BWJ","52226","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-05","93.97","82.77","530","407","","","0","SMALL","8306","1982","92","BWJ","Y","COSMOS 1408 DEB","1982-092BWJ","52226"
"1982-092BWK","52227","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.54","82.58","467","429","","1","0","SMALL","8255","1982","92","BWK","Y","COSMOS 1408 DEB","1982-092BWK","52227"
"1982-092BWL","52228","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-11","91.11","82.55","340","318","","","0","SMALL","8053","1982","92","BWL","Y","COSMOS 1408 DEB","1982-092BWL","52228"
"1982-092BWM","52229","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-08","94.49","82.42","606","382","","","0","SMALL","8051","1982","92","BWM","Y","COSMOS 1408 DEB","1982-092BWM","52229"
"1982-092BWN","52230","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-11","92.07","82.92","414","338","","","0","SMALL","8306","1982","92","BWN","Y","COSMOS 1408 DEB","1982-092BWN","52230"
"1982-092BWP","52231","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.65","82.57","463","443","","3","0","SMALL","8458","1982","92","BWP","Y","COSMOS 1408 DEB","1982-092BWP","52231"
"1982-092BWQ","52232","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-02","91.99","82.56","383","362","","","0","SMALL","8250","1982","92","BWQ","Y","COSMOS 1408 DEB","1982-092BWQ","52232"
"1982-092BWR","52233","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-26","93.69","82.54","495","415","","","0","SMALL","8097","1982","92","BWR","Y","COSMOS 1408 DEB","1982-092BWR","52233"
"1982-092BWS","52234","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-20","90.42","82.52","310","280","","","0","SMALL","8306","1982","92","BWS","Y","COSMOS 1408 DEB","1982-092BWS","52234"
"1982-092BWT","52235","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-17","92.18","82.59","407","356","","","0","SMALL","8239","1982","92","BWT","Y","COSMOS 1408 DEB","1982-092BWT","52235"
"1982-092BWU","52236","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-30","89.45","82.50","252","243","","","0","SMALL","8278","1982","92","BWU","Y","COSMOS 1408 DEB","1982-092BWU","52236"
"1982-092BWV","52237","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-27","91.43","82.37","373","317","","","0","SMALL","8217","1982","92","BWV","Y","COSMOS 1408 DEB","1982-092BWV","52237"
"1982-092BWW","52238","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-12","90.05","82.53","279","275","","","0","SMALL","8147","1982","92","BWW","Y","COSMOS 1408 DEB","1982-092BWW","52238"
"1982-092BWX","52239","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-04","93.40","82.58","454","428","","","0","SMALL","8134","1982","92","BWX","Y","COSMOS 1408 DEB","1982-092BWX","52239"
"1982-092BWY","52240","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-11","89.52","82.53","256","245","","","0","SMALL","8333","1982","92","BWY","Y","COSMOS 1408 DEB","1982-092BWY","52240"
"1982-092BWZ","52241","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-17","92.30","82.55","398","376","","","0","SMALL","8306","1982","92","BWZ","Y","COSMOS 1408 DEB","1982-092BWZ","52241"
"1982-092BX","49582","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-15","88.23","82.89","203","171","","","0","SMALL","8378","1982","92","BX","Y","COSMOS 1408 DEB","1982-092BX","49582"
"1982-092BXA","52242","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.84","82.58","491","434","","1","0","SMALL","8196","1982","92","BXA","Y","COSMOS 1408 DEB","1982-092BXA","52242"
"1982-092BXB","52243","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.41","82.52","456","427","","1","0","SMALL","8250","1982","92","BXB","Y","COSMOS 1408 DEB","1982-092BXB","52243"
"1982-092BXC","52244","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-23","91.53","83.09","371","329","","","0","SMALL","8334","1982","92","BXC","Y","COSMOS 1408 DEB","1982-092BXC","52244"
"1982-092BXD","52245","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-24","91.59","82.56","361","344","","","0","SMALL","8306","1982","92","BXD","Y","COSMOS 1408 DEB","1982-092BXD","52245"
"1982-092BXE","52246","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-06-03","88.97","82.75","233","215","","","0","SMALL","8433","1982","92","BXE","Y","COSMOS 1408 DEB","1982-092BXE","52246"
"1982-092BXF","52247","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-26","90.19","83.01","304","263","","","0","SMALL","8039","1982","92","BXF","Y","COSMOS 1408 DEB","1982-092BXF","52247"
"1982-092BXG","52248","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-23","92.16","82.52","404","357","","","0","SMALL","8037","1982","92","BXG","Y","COSMOS 1408 DEB","1982-092BXG","52248"
"1982-092BXH","52249","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-13","91.01","82.55","325","323","","","0","SMALL","8034","1982","92","BXH","Y","COSMOS 1408 DEB","1982-092BXH","52249"
"1982-092BXJ","52250","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-15","90.76","82.57","313","311","","","0","SMALL","8034","1982","92","BXJ","Y","COSMOS 1408 DEB","1982-092BXJ","52250"
"1982-092BXK","52251","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-21","91.22","82.49","358","311","","","0","","8149","1982","92","BXK","Y","COSMOS 1408 DEB","1982-092BXK","52251"
"1982-092BXL","52252","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-03","90.44","82.48","302","290","","","0","SMALL","8048","1982","92","BXL","Y","COSMOS 1408 DEB","1982-092BXL","52252"
"1982-092BXM","52253","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-07","89.99","82.55","284","263","","","0","SMALL","8318","1982","92","BXM","Y","COSMOS 1408 DEB","1982-092BXM","52253"
"1982-092BXN","52254","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-20","92.38","82.57","405","377","","","0","","8210","1982","92","BXN","Y","COSMOS 1408 DEB","1982-092BXN","52254"
"1982-092BXP","52433","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-05","88.27","82.51","197","181","","","0","SMALL","8246","1982","92","BXP","Y","COSMOS 1408 DEB","1982-092BXP","52433"
"1982-092BXQ","52434","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-28","89.22","82.47","249","223","","","0","SMALL","8306","1982","92","BXQ","Y","COSMOS 1408 DEB","1982-092BXQ","52434"
"1982-092BXR","52435","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-21","90.93","82.52","330","311","","","0","SMALL","8242","1982","92","BXR","Y","COSMOS 1408 DEB","1982-092BXR","52435"
"1982-092BXS","52436","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-06-27","89.27","82.54","248","229","","","0","SMALL","8464","1982","92","BXS","Y","COSMOS 1408 DEB","1982-092BXS","52436"
"1982-092BXT","52437","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-28","92.58","82.64","430","372","","","0","SMALL","8277","1982","92","BXT","Y","COSMOS 1408 DEB","1982-092BXT","52437"
"1982-092BXU","52438","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-11","89.31","82.55","254","227","","","0","SMALL","8246","1982","92","BXU","Y","COSMOS 1408 DEB","1982-092BXU","52438"
"1982-092BXV","52439","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-17","90.35","82.48","300","283","","","0","SMALL","8181","1982","92","BXV","Y","COSMOS 1408 DEB","1982-092BXV","52439"
"1982-092BXW","52440","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-06-15","89.15","82.52","244","221","","","0","SMALL","8452","1982","92","BXW","Y","COSMOS 1408 DEB","1982-092BXW","52440"
"1982-092BXX","52441","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-19","90.64","82.55","310","302","","","0","SMALL","8390","1982","92","BXX","Y","COSMOS 1408 DEB","1982-092BXX","52441"
"1982-092BXY","52442","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-28","92.64","82.51","418","390","","","0","SMALL","8367","1982","92","BXY","Y","COSMOS 1408 DEB","1982-092BXY","52442"
"1982-092BXZ","52514","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.59","82.55","415","387","","","0","SMALL","8479","1982","92","BXZ","Y","COSMOS 1408 DEB","1982-092BXZ","52514"
"1982-092BY","49583","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-31","88.48","82.44","207","191","","","0","SMALL","8246","1982","92","BY","Y","COSMOS 1408 DEB","1982-092BY","49583"
"1982-092BYA","52515","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-12","90.83","82.55","322","309","","","0","SMALL","8246","1982","92","BYA","Y","COSMOS 1408 DEB","1982-092BYA","52515"
"1982-092BYB","52516","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-19","92.10","82.54","384","371","","","0","SMALL","8149","1982","92","BYB","Y","COSMOS 1408 DEB","1982-092BYB","52516"
"1982-092BYC","52517","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.81","82.57","579","440","","","0","SMALL","8475","1982","92","BYC","Y","COSMOS 1408 DEB","1982-092BYC","52517"
