INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-092AFL","50446","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-28","88.94","82.60","232","212","","","0","SMALL","8246","1982","92","AFL","Y","COSMOS 1408 DEB","1982-092AFL","50446"
"1982-092AFM","50447","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-13","90.43","82.54","309","282","","","0","SMALL","8306","1982","92","AFM","Y","COSMOS 1408 DEB","1982-092AFM","50447"
"1982-092AFN","50448","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-05","88.27","82.67","195","183","","","0","SMALL","8246","1982","92","AFN","Y","COSMOS 1408 DEB","1982-092AFN","50448"
"1982-092AFP","50449","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-26","88.72","82.50","223","199","","","0","SMALL","8038","1982","92","AFP","Y","COSMOS 1408 DEB","1982-092AFP","50449"
"1982-092AFQ","50450","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-24","88.72","82.55","222","200","","","0","SMALL","8246","1982","92","AFQ","Y","COSMOS 1408 DEB","1982-092AFQ","50450"
"1982-092AFR","50451","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-21","95.11","82.94","595","452","","","0","SMALL","8269","1982","92","AFR","Y","COSMOS 1408 DEB","1982-092AFR","50451"
"1982-092AFS","50452","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-04","93.45","83.08","498","388","","","0","SMALL","7953","1982","92","AFS","Y","COSMOS 1408 DEB","1982-092AFS","50452"
"1982-092AFT","50453","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-14","96.19","82.53","751","402","","","0","SMALL","8385","1982","92","AFT","Y","COSMOS 1408 DEB","1982-092AFT","50453"
"1982-092AFU","50454","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-15","99.32","81.71","929","523","","","0","SMALL","8306","1982","92","AFU","Y","COSMOS 1408 DEB","1982-092AFU","50454"
"1982-092AFV","50455","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-29","92.82","82.45","476","350","","","0","SMALL","8246","1982","92","AFV","Y","COSMOS 1408 DEB","1982-092AFV","50455"
"1982-092AFW","50456","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-06-15","89.57","82.90","279","228","","","0","SMALL","8452","1982","92","AFW","Y","COSMOS 1408 DEB","1982-092AFW","50456"
"1982-092AFX","50457","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.96","82.64","549","388","","","0","SMALL","8481","1982","92","AFX","Y","COSMOS 1408 DEB","1982-092AFX","50457"
"1982-092AFY","50458","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-22","90.90","83.16","331","307","","","0","SMALL","8306","1982","92","AFY","Y","COSMOS 1408 DEB","1982-092AFY","50458"
"1982-092AFZ","50459","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-05","90.18","82.77","293","274","","","0","SMALL","8279","1982","92","AFZ","Y","COSMOS 1408 DEB","1982-092AFZ","50459"
"1982-092AG","49543","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-19","92.90","83.60","462","371","","","0","SMALL","8246","1982","92","AG","Y","COSMOS 1408 DEB","1982-092AG","49543"
"1982-092AGA","50460","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-08","90.73","82.59","324","297","","","0","SMALL","8024","1982","92","AGA","Y","COSMOS 1408 DEB","1982-092AGA","50460"
"1982-092AGB","50461","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-31","88.35","82.50","203","183","","","0","SMALL","8162","1982","92","AGB","Y","COSMOS 1408 DEB","1982-092AGB","50461"
"1982-092AGC","50462","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-10","88.91","82.50","232","210","","","0","SMALL","8306","1982","92","AGC","Y","COSMOS 1408 DEB","1982-092AGC","50462"
"1982-092AGD","50506","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-09","89.64","82.54","274","239","","","0","SMALL","8091","1982","92","AGD","Y","COSMOS 1408 DEB","1982-092AGD","50506"
"1982-092AGE","50507","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-10","88.87","82.46","234","203","","","0","SMALL","8246","1982","92","AGE","Y","COSMOS 1408 DEB","1982-092AGE","50507"
"1982-092AGF","50508","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-09","87.90","82.50","182","160","","","0","SMALL","8111","1982","92","AGF","Y","COSMOS 1408 DEB","1982-092AGF","50508"
"1982-092AGG","50509","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-11","92.07","82.60","406","347","","","0","SMALL","8149","1982","92","AGG","Y","COSMOS 1408 DEB","1982-092AGG","50509"
"1982-092AGH","50510","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-21","92.25","82.52","410","360","","","0","SMALL","8038","1982","92","AGH","Y","COSMOS 1408 DEB","1982-092AGH","50510"
"1982-092AGJ","50511","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-05","90.02","82.51","291","260","","","0","SMALL","7989","1982","92","AGJ","Y","COSMOS 1408 DEB","1982-092AGJ","50511"
"1982-092AGK","50512","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-08","88.79","82.45","225","204","","","0","SMALL","8177","1982","92","AGK","Y","COSMOS 1408 DEB","1982-092AGK","50512"
"1982-092AGL","50513","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-19","88.02","82.54","183","170","","","0","SMALL","8226","1982","92","AGL","Y","COSMOS 1408 DEB","1982-092AGL","50513"
"1982-092AGM","50514","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-08","90.34","82.66","305","277","","","0","SMALL","8306","1982","92","AGM","Y","COSMOS 1408 DEB","1982-092AGM","50514"
"1982-092AGN","50515","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-18","89.18","82.51","249","218","","","0","SMALL","8060","1982","92","AGN","Y","COSMOS 1408 DEB","1982-092AGN","50515"
"1982-092AGP","50516","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-26","88.21","82.49","194","177","","","0","SMALL","8217","1982","92","AGP","Y","COSMOS 1408 DEB","1982-092AGP","50516"
"1982-092AGQ","50517","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-23","88.85","82.52","226","209","","","0","SMALL","8010","1982","92","AGQ","Y","COSMOS 1408 DEB","1982-092AGQ","50517"
"1982-092AGR","50518","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-19","89.16","82.72","242","225","","","0","SMALL","8246","1982","92","AGR","Y","COSMOS 1408 DEB","1982-092AGR","50518"
"1982-092AGS","50519","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-02","88.63","82.54","214","199","","","0","SMALL","8224","1982","92","AGS","Y","COSMOS 1408 DEB","1982-092AGS","50519"
"1982-092AGT","50520","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-15","89.13","82.47","240","223","","","0","SMALL","7945","1982","92","AGT","Y","COSMOS 1408 DEB","1982-092AGT","50520"
"1982-092AGU","50521","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-17","88.18","82.61","192","177","","","0","SMALL","8212","1982","92","AGU","Y","COSMOS 1408 DEB","1982-092AGU","50521"
"1982-092AGV","50522","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-08","88.53","82.59","211","192","","","0","SMALL","8051","1982","92","AGV","Y","COSMOS 1408 DEB","1982-092AGV","50522"
"1982-092AGW","50523","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.66","82.52","589","416","","","0","SMALL","8481","1982","92","AGW","Y","COSMOS 1408 DEB","1982-092AGW","50523"
"1982-092AGX","50524","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-31","89.69","82.68","266","252","","","0","SMALL","8246","1982","92","AGX","Y","COSMOS 1408 DEB","1982-092AGX","50524"
"1982-092AGY","50525","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-01","88.26","83.39","196","180","","","0","SMALL","8222","1982","92","AGY","Y","COSMOS 1408 DEB","1982-092AGY","50525"
"1982-092AGZ","50526","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-24","88.30","82.58","198","183","","","0","SMALL","8216","1982","92","AGZ","Y","COSMOS 1408 DEB","1982-092AGZ","50526"
"1982-092AH","49544","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-21","91.54","82.21","390","310","","","0","MEDIUM","8306","1982","92","AH","Y","COSMOS 1408 DEB","1982-092AH","49544"
"1982-092AHA","50527","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-20","92.98","83.15","472","369","","","0","SMALL","8246","1982","92","AHA","Y","COSMOS 1408 DEB","1982-092AHA","50527"
"1982-092AHB","50528","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-25","89.44","82.55","252","241","","","0","SMALL","8306","1982","92","AHB","Y","COSMOS 1408 DEB","1982-092AHB","50528"
"1982-092AHC","50529","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-18","87.87","82.54","175","164","","","0","SMALL","8209","1982","92","AHC","Y","COSMOS 1408 DEB","1982-092AHC","50529"
"1982-092AHD","50530","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-27","90.35","82.35","302","281","","","0","SMALL","8069","1982","92","AHD","Y","COSMOS 1408 DEB","1982-092AHD","50530"
"1982-092AHE","50531","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-23","88.34","82.54","206","179","","","0","SMALL","8098","1982","92","AHE","Y","COSMOS 1408 DEB","1982-092AHE","50531"
"1982-092AHF","50532","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-05","90.61","82.45","324","285","","","0","SMALL","8306","1982","92","AHF","Y","COSMOS 1408 DEB","1982-092AHF","50532"
"1982-092AHG","50533","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-05","88.08","82.36","190","169","","","0","SMALL","8098","1982","92","AHG","Y","COSMOS 1408 DEB","1982-092AHG","50533"
"1982-092AHH","50534","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-03","87.87","82.48","177","162","","","0","SMALL","8205","1982","92","AHH","Y","COSMOS 1408 DEB","1982-092AHH","50534"
"1982-092AHJ","50535","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.63","82.51","496","408","","","0","SMALL","8481","1982","92","AHJ","Y","COSMOS 1408 DEB","1982-092AHJ","50535"
"1982-092AHK","50536","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-07","89.69","82.57","269","249","","","0","SMALL","8024","1982","92","AHK","Y","COSMOS 1408 DEB","1982-092AHK","50536"
"1982-092AHL","50537","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-13","88.70","82.57","217","203","","","0","SMALL","8026","1982","92","AHL","Y","COSMOS 1408 DEB","1982-092AHL","50537"
"1982-092AHM","50538","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-07","88.81","82.53","217","214","","","0","SMALL","8322","1982","92","AHM","Y","COSMOS 1408 DEB","1982-092AHM","50538"
"1982-092AHN","50539","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-14","88.66","82.53","217","199","","","0","SMALL","8246","1982","92","AHN","Y","COSMOS 1408 DEB","1982-092AHN","50539"
"1982-092AHP","50540","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-19","88.96","82.45","230","216","","","0","SMALL","8333","1982","92","AHP","Y","COSMOS 1408 DEB","1982-092AHP","50540"
"1982-092AHQ","50541","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-09","90.46","82.39","311","283","","","0","SMALL","8149","1982","92","AHQ","Y","COSMOS 1408 DEB","1982-092AHQ","50541"
"1982-092AHR","50542","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-31","88.82","82.58","228","204","","","0","SMALL","8013","1982","92","AHR","Y","COSMOS 1408 DEB","1982-092AHR","50542"
"1982-092AHS","50543","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-09","88.75","82.79","225","200","","","0","SMALL","8306","1982","92","AHS","Y","COSMOS 1408 DEB","1982-092AHS","50543"
"1982-092AHT","50544","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-28","89.86","82.53","272","263","","","0","SMALL","8011","1982","92","AHT","Y","COSMOS 1408 DEB","1982-092AHT","50544"
"1982-092AHU","50545","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-16","88.41","82.54","204","188","","","0","SMALL","8208","1982","92","AHU","Y","COSMOS 1408 DEB","1982-092AHU","50545"
"1982-092AHV","50546","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-28","87.81","82.54","172","160","","","0","SMALL","8367","1982","92","AHV","Y","COSMOS 1408 DEB","1982-092AHV","50546"
"1982-092AHW","50547","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-22","91.35","82.55","354","327","","","0","SMALL","8183","1982","92","AHW","Y","COSMOS 1408 DEB","1982-092AHW","50547"
"1982-092AHX","50548","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-20","88.36","82.58","204","183","","","0","SMALL","8004","1982","92","AHX","Y","COSMOS 1408 DEB","1982-092AHX","50548"
"1982-092AHY","50549","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-19","88.06","82.50","184","173","","","0","SMALL","8210","1982","92","AHY","Y","COSMOS 1408 DEB","1982-092AHY","50549"
"1982-092AHZ","50550","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-20","89.40","82.53","255","235","","","0","SMALL","8062","1982","92","AHZ","Y","COSMOS 1408 DEB","1982-092AHZ","50550"
"1982-092AJ","49545","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-05","90.01","81.98","315","235","","","0","SMALL","7900","1982","92","AJ","Y","COSMOS 1408 DEB","1982-092AJ","49545"
"1982-092AJA","50551","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-05-23","87.87","82.56","181","158","","","0","SMALL","8422","1982","92","AJA","Y","COSMOS 1408 DEB","1982-092AJA","50551"
"1982-092AJB","50552","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-11","89.86","82.83","282","253","","","0","SMALL","8000","1982","92","AJB","Y","COSMOS 1408 DEB","1982-092AJB","50552"
"1982-092AJC","50553","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-20","88.98","82.53","234","215","","","0","SMALL","8010","1982","92","AJC","Y","COSMOS 1408 DEB","1982-092AJC","50553"
"1982-092AJD","50554","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-01-05","88.39","82.56","201","189","","","0","SMALL","8289","1982","92","AJD","Y","COSMOS 1408 DEB","1982-092AJD","50554"
"1982-092AJE","50555","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-20","89.12","82.59","242","220","","","0","SMALL","8306","1982","92","AJE","Y","COSMOS 1408 DEB","1982-092AJE","50555"
"1982-092AJF","50556","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-04","90.61","82.54","326","283","","","0","SMALL","8306","1982","92","AJF","Y","COSMOS 1408 DEB","1982-092AJF","50556"
"1982-092AJG","50557","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-28","90.47","82.56","303","292","","","0","SMALL","8306","1982","92","AJG","Y","COSMOS 1408 DEB","1982-092AJG","50557"
"1982-092AJH","50558","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-01","90.45","82.59","301","293","","","0","SMALL","8051","1982","92","AJH","Y","COSMOS 1408 DEB","1982-092AJH","50558"
"1982-092AJJ","50559","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-25","89.73","82.34","268","254","","","0","SMALL","8246","1982","92","AJJ","Y","COSMOS 1408 DEB","1982-092AJJ","50559"
"1982-092AJK","50560","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.67","82.52","504","404","","","0","SMALL","8481","1982","92","AJK","Y","COSMOS 1408 DEB","1982-092AJK","50560"
"1982-092AJL","50561","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-26","90.25","82.60","301","273","","","0","SMALL","8038","1982","92","AJL","Y","COSMOS 1408 DEB","1982-092AJL","50561"
"1982-092AJM","50562","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-10","88.56","82.63","210","196","","","0","SMALL","8381","1982","92","AJM","Y","COSMOS 1408 DEB","1982-092AJM","50562"
"1982-092AJN","50563","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-26","89.24","82.60","245","229","","","0","SMALL","8246","1982","92","AJN","Y","COSMOS 1408 DEB","1982-092AJN","50563"
"1982-092AJP","50564","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-11","88.44","82.49","206","189","","","0","SMALL","8025","1982","92","AJP","Y","COSMOS 1408 DEB","1982-092AJP","50564"
"1982-092AJQ","50565","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-04","90.31","82.47","309","271","","","0","SMALL","8306","1982","92","AJQ","Y","COSMOS 1408 DEB","1982-092AJQ","50565"
"1982-092AJR","50566","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-26","90.77","82.54","333","291","","","0","SMALL","8246","1982","92","AJR","Y","COSMOS 1408 DEB","1982-092AJR","50566"
"1982-092AJS","50567","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-07","88.47","82.62","210","188","","","0","SMALL","8306","1982","92","AJS","Y","COSMOS 1408 DEB","1982-092AJS","50567"
"1982-092AJT","50568","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-01","91.46","82.66","376","316","","","0","SMALL","8149","1982","92","AJT","Y","COSMOS 1408 DEB","1982-092AJT","50568"
"1982-092AJU","50576","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-01","92.07","82.89","417","336","","","0","SMALL","8306","1982","92","AJU","Y","COSMOS 1408 DEB","1982-092AJU","50576"
